ID	adj.P.Val	P.Value	logFC	Gene.symbol	Gene.title
1455399_at	0.943528	8.98e-01	0.03068333	Cnksr1	connector enhancer of kinase suppressor of Ras 1
1450166_at	0.94357	8.99e-01	-0.02343	Ids	iduronate 2-sulfatase
1442872_at	0.94357	8.99e-01	0.02286333	Kri1	KRI1 homolog
1432085_at	0.943588	8.99e-01	0.02801	4930425O10Rik	RIKEN cDNA 4930425O10 gene
1430164_a_at	0.943703	8.99e-01	0.02572333	Grb10	growth factor receptor bound protein 10
1417444_at	0.943703	8.99e-01	-0.01982	E2f5	E2F transcription factor 5
1432995_at	0.943703	8.99e-01	-0.02108	Panct1	pluripotency-associated noncoding transcript 1
1431907_at	0.943723	8.99e-01	0.01971333	Erich2	glutamate rich 2
1433589_at	0.943724	8.99e-01	-0.04467667	Fam21	family with sequence similarity 21
1424292_at	0.943724	8.99e-01	0.02344	Depdc1a	DEP domain containing 1a
1455426_at	0.943801	8.99e-01	0.01851333	Epha3	Eph receptor A3
1452662_a_at	0.943907	8.99e-01	-0.12352	Eif2s1	eukaryotic translation initiation factor 2, subunit 1 alpha
1434200_at	0.943907	8.99e-01	-0.05389	BC010981	cDNA sequence BC010981
1441690_at	0.943907	8.99e-01	0.03393	Cdh8	cadherin 8
1437800_at	0.943907	8.99e-01	-0.02379	Edaradd	EDAR (ectodysplasin-A receptor)-associated death domain
1454041_at	0.943973	8.99e-01	0.03387333	Pibf1	progesterone immunomodulatory binding factor 1
1457266_at	0.943973	8.99e-01	0.02342	Slc38a6	solute carrier family 38, member 6
1444999_at	0.943973	8.99e-01	-0.03184	C77651	expressed sequence C77651
1456133_x_at	0.944022	8.99e-01	0.06868667	Itgb5	integrin beta 5
1441457_at	0.944026	8.99e-01	0.02303	Nptn	neuroplastin
1448668_a_at	0.944038	8.99e-01	0.05746667	Irak1	interleukin-1 receptor-associated kinase 1
1455398_at	0.944055	8.99e-01	0.02082667	Lrrc8c	leucine rich repeat containing 8 family, member C
1423543_at	0.94421	9.00e-01	0.03471	Swap70	SWA-70 protein
1444149_at	0.94421	9.00e-01	0.02600333	Zscan12	zinc finger and SCAN domain containing 12
1432364_at	0.94421	9.00e-01	0.02318667	4930556N13Rik	RIKEN cDNA 4930556N13 gene
1460092_at	0.94421	9.00e-01	-0.02328333		
1435610_at	0.944218	9.00e-01	-0.02714333	Fam19a4	family with sequence similarity 19, member A4
1444588_at	0.944228	9.00e-01	0.03420333		
1459040_at	0.944318	9.00e-01	-0.0206		
1435998_at	0.944347	9.00e-01	-0.04056	Ccnb1ip1	cyclin B1 interacting protein 1
1434434_s_at	0.944389	9.00e-01	-0.12927333	Tcerg1	transcription elongation regulator 1 (CA150)
1453225_at	0.944389	9.00e-01	-0.01886333	Ndnf	neuron-derived neurotrophic factor
1455735_at	0.944389	9.00e-01	0.02000333	Ap1s3	adaptor-related protein complex AP-1, sigma 3
1424018_at	0.944389	9.00e-01	-0.1512	Hint1	histidine triad nucleotide binding protein 1
1429167_at	0.944389	9.00e-01	-0.02372333	Ccdc112	coiled-coil domain containing 112
1451935_a_at	0.944419	9.00e-01	-0.02190333	Spint2	serine protease inhibitor, Kunitz type 2
1451251_at	0.944602	9.00e-01	-0.11299667	Appbp2	amyloid beta precursor protein (cytoplasmic tail) binding protein 2
1442255_at	0.944654	9.00e-01	0.02798333		
1456948_at	0.944654	9.00e-01	-0.01797	Ap4e1	adaptor-related protein complex AP-4, epsilon 1
1458402_at	0.944654	9.00e-01	0.03877	Pts	6-pyruvoyl-tetrahydropterin synthase
1439715_at	0.944654	9.00e-01	-0.15674667	Osgepl1	O-sialoglycoprotein endopeptidase-like 1
1440720_s_at	0.944654	9.00e-01	0.08972333	Gle1	GLE1 RNA export mediator (yeast)
1459164_at	0.944654	9.00e-01	0.03092333	AU014678	expressed sequence AU014678
1416807_at	0.944654	9.00e-01	0.09278333	Rpl36al///Rpl36a	ribosomal protein L36A-like///ribosomal protein L36A
1448565_at	0.94473	9.01e-01	0.13775333	Ppp1r11	protein phosphatase 1, regulatory (inhibitor) subunit 11
1422450_at	0.944813	9.01e-01	0.21181333	Ctnnd1	catenin (cadherin associated protein), delta 1
1422390_at	0.94484	9.01e-01	-0.02414333	Vmn1r13	vomeronasal 1 receptor 13
1429573_at	0.944856	9.01e-01	-0.02352333	Dmrtc1a	DMRT-like family C1a
1458703_at	0.944922	9.01e-01	0.02104667		
1456626_a_at	0.944922	9.01e-01	0.10652667	Sarnp	SAP domain containing ribonucleoprotein
1428200_a_at	0.944922	9.01e-01	-0.02704	Pdxdc1	pyridoxal-dependent decarboxylase domain containing 1
1442944_at	0.944922	9.01e-01	-0.02292	C76555	expressed sequence C76555
1433171_at	0.944971	9.01e-01	0.01980333	3110049I03Rik	RIKEN cDNA 3110049I03 gene
1426083_a_at	0.944992	9.01e-01	-0.16640333	Btg1	B cell translocation gene 1, anti-proliferative
1433888_at	0.945008	9.01e-01	0.03891	Atp2b2	ATPase, Ca++ transporting, plasma membrane 2
1421598_at	0.945037	9.01e-01	0.04428667		
1423283_at	0.945055	9.01e-01	-0.11231667	Pitpna	phosphatidylinositol transfer protein, alpha
1422814_at	0.945069	9.01e-01	-0.02864667	Aspm	asp (abnormal spindle)-like, microcephaly associated (Drosophila)
1432656_at	0.945127	9.01e-01	0.03903333	3222402N08Rik	RIKEN cDNA 3222402N08 gene
1420109_at	0.945127	9.01e-01	-0.0253		
1417301_at	0.945178	9.01e-01	0.12978333	Fzd6	frizzled class receptor 6
1449966_s_at	0.945178	9.01e-01	-0.02561333	Cab39l	calcium binding protein 39-like
1436999_at	0.945188	9.01e-01	0.01915	Pid1	phosphotyrosine interaction domain containing 1
1458980_at	0.945208	9.01e-01	0.03280333		
1437301_a_at	0.945208	9.01e-01	0.1464	Dvl1	dishevelled segment polarity protein 1
1427985_at	0.945208	9.01e-01	-0.08551667	Spin4	spindlin family, member 4
1459797_at	0.945208	9.01e-01	-0.02712		
1441851_x_at	0.94527	9.02e-01	-0.02800667	Ly6g6c	lymphocyte antigen 6 complex, locus G6C
1415859_at	0.94527	9.02e-01	0.13204	Eif3c	eukaryotic translation initiation factor 3, subunit C
1431120_a_at	0.945271	9.02e-01	-0.02670333	Golga1	golgi autoantigen, golgin subfamily a, 1
1450078_at	0.945284	9.02e-01	0.03051667	Nrk	Nik related kinase
1440572_at	0.945284	9.02e-01	0.02372333	Dusp19	dual specificity phosphatase 19
1420385_at	0.945302	9.02e-01	0.02069667	Gna14	guanine nucleotide binding protein, alpha 14
1429442_at	0.945367	9.02e-01	0.05276	Rpusd2	RNA pseudouridylate synthase domain containing 2
1423916_s_at	0.945396	9.02e-01	0.11195667	Mlf2	myeloid leukemia factor 2
1444385_at	0.945396	9.02e-01	0.03611333		
1451635_at	0.945439	9.02e-01	-0.02819	Slc22a30///Slc22a29	solute carrier family 22, member 30///solute carrier family 22. member 29
1446014_at	0.945477	9.02e-01	0.02476333		
1438944_at	0.945489	9.02e-01	-0.01824667	1700007J24Rik	RIKEN cDNA 1700007J24 gene
1430565_at	0.945515	9.02e-01	-0.02831333	1700030J22Rik	RIKEN cDNA 1700030J22 gene
1431944_at	0.945522	9.02e-01	-0.02570333	4930484H19Rik	RIKEN cDNA 4930484H19 gene
1441563_at	0.945522	9.02e-01	0.02156	Cep57l1	centrosomal protein 57-like 1
1452145_at	0.945583	9.02e-01	-0.04809667	H6pd	hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase)
1458945_at	0.945595	9.02e-01	0.02627667	AU015148	expressed sequence AU015148
1415916_a_at	0.945595	9.02e-01	0.09356667	Mthfd1	methylenetetrahydrofolate dehydrogenase (NADP+ dependent), methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthase
1458517_at	0.94568	9.02e-01	0.02101333		
1422208_a_at	0.945687	9.02e-01	0.04735667	Gnb5	guanine nucleotide binding protein (G protein), beta 5
1450792_at	0.945696	9.02e-01	0.02567	Tyrobp	TYRO protein tyrosine kinase binding protein
1437038_x_at	0.945696	9.02e-01	0.02410333	Actl9	actin-like 9
1431617_at	0.945696	9.02e-01	0.01901667	4933405E24Rik	RIKEN cDNA 4933405E24 gene
1440985_at	0.94585	9.03e-01	0.02279667		
1460635_at	0.945991	9.03e-01	-0.01793	Fastk	Fas-activated serine/threonine kinase
1451097_at	0.945991	9.03e-01	0.03144333	Vasp	vasodilator-stimulated phosphoprotein
1456307_s_at	0.945991	9.03e-01	0.05797333	Adcy7	adenylate cyclase 7
1428125_at	0.945991	9.03e-01	-0.04814667	Atxn7l3b	ataxin 7-like 3B
1452629_at	0.945991	9.03e-01	0.02078667	Safb2	scaffold attachment factor B2
1424896_at	0.945994	9.03e-01	-0.03634	Gpr85	G protein-coupled receptor 85
1446950_at	0.946018	9.03e-01	-0.02216		
1449525_at	0.946039	9.03e-01	0.05062333	Fmo3	flavin containing monooxygenase 3
1454765_at	0.946039	9.03e-01	0.05998	Gtf3c3	general transcription factor IIIC, polypeptide 3
1436237_at	0.946175	9.03e-01	0.01805333	Ttc9	tetratricopeptide repeat domain 9
1419730_at	0.946175	9.03e-01	-0.02333333	Ahcyl2	S-adenosylhomocysteine hydrolase-like 2
1456132_x_at	0.946225	9.03e-01	0.01732	Tsc22d1	TSC22 domain family, member 1
1422187_at	0.946293	9.03e-01	0.03839333	Gabrg3	gamma-aminobutyric acid (GABA) A receptor, subunit gamma 3
1447469_at	0.946295	9.03e-01	0.02876	Ccdc66	coiled-coil domain containing 66
1452744_at	0.946342	9.03e-01	-0.02895333	2210016F16Rik	RIKEN cDNA 2210016F16 gene
1439461_x_at	0.946356	9.03e-01	0.03916333	Nsmce4a	NSE4 homolog A, SMC5-SMC6 complex component
1429488_at	0.946414	9.03e-01	-0.04666667	Zdhhc21	zinc finger, DHHC domain containing 21
1446221_at	0.946448	9.03e-01	0.01849	Gm30003	predicted gene, 30003
1456093_at	0.946454	9.04e-01	0.04135333	Zfp536	zinc finger protein 536
1425439_a_at	0.946454	9.04e-01	0.03648667	Slc41a3	solute carrier family 41, member 3
1454348_at	0.946454	9.04e-01	-0.02418333	4933407C09Rik	RIKEN cDNA 4933407C09 gene
1440843_at	0.946454	9.04e-01	-0.02529	A230051N06Rik	RIKEN cDNA A230051N06 gene
1436602_x_at	0.946454	9.04e-01	0.03737333	Cacna1b	calcium channel, voltage-dependent, N type, alpha 1B subunit
1425531_at	0.946454	9.04e-01	0.06308333	Znhit1	zinc finger, HIT domain containing 1
1456794_at	0.946535	9.04e-01	0.02210333	E230016M11Rik	RIKEN cDNA E230016M11 gene
1459263_at	0.946607	9.04e-01	0.02625		
1419791_at	0.946671	9.04e-01	0.03728667	Zhx3	zinc fingers and homeoboxes 3
1445930_at	0.946676	9.04e-01	0.03282667	Fndc7	fibronectin type III domain containing 7
1418893_at	0.946676	9.04e-01	-0.02377333	Pbx2	pre B cell leukemia homeobox 2
1440734_at	0.946676	9.04e-01	0.02574667	Ttbk2	tau tubulin kinase 2
1457922_at	0.946685	9.04e-01	-0.03463333		
1442248_at	0.94675	9.04e-01	0.01959333		
1455627_at	0.94675	9.04e-01	0.12918333	Col8a1	collagen, type VIII, alpha 1
1450230_at	0.946755	9.04e-01	0.03286667	Vwa7	von Willebrand factor A domain containing 7
1441245_a_at	0.946755	9.04e-01	-0.02069	Zfp512b	zinc finger protein 512B
1449254_at	0.946755	9.04e-01	0.02282333	Spp1	secreted phosphoprotein 1
1443555_at	0.946795	9.04e-01	-0.03503667	Umad1	UMAP1-MVP12 associated (UMA) domain containing 1
1444336_at	0.946815	9.04e-01	-0.01726333	Kcnj3	potassium inwardly-rectifying channel, subfamily J, member 3
1416979_at	0.946824	9.04e-01	0.06056667	Pomp	proteasome maturation protein
1433007_at	0.946824	9.04e-01	-0.01872	5430430B14Rik	RIKEN cDNA 5430430B14 gene
1456231_at	0.946881	9.04e-01	0.02535	Pla2g3	phospholipase A2, group III
1427727_x_at	0.946981	9.05e-01	0.01816667	Psg19	pregnancy specific glycoprotein 19
1424799_a_at	0.946981	9.05e-01	0.03015	Gcc1	golgi coiled coil 1
1445978_at	0.94699	9.05e-01	-0.02325667		
1427331_at	0.947001	9.05e-01	-0.03732333	Adora1	adenosine A1 receptor
1444041_at	0.947059	9.05e-01	-0.01917	AU041133	expressed sequence AU041133
1435741_at	0.947235	9.05e-01	-0.03676667	Pde8b	phosphodiesterase 8B
1432851_at	0.947288	9.05e-01	0.01774	Phactr1	phosphatase and actin regulator 1
1455103_at	0.947354	9.05e-01	-0.02267	Ddx46	DEAD (Asp-Glu-Ala-Asp) box polypeptide 46
1456379_x_at	0.947387	9.05e-01	-0.03060333	Dner	delta/notch-like EGF repeat containing
1441613_at	0.947455	9.05e-01	-0.01957	Zfp40	zinc finger protein 40
1425655_at	0.947479	9.05e-01	-0.02259667	Krtap19-2	keratin associated protein 19-2
1452829_at	0.947479	9.05e-01	-0.17236667	Cad	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase
1451667_at	0.947543	9.05e-01	0.02999667	Fam20b	family with sequence similarity 20, member B
1448801_a_at	0.947543	9.05e-01	-0.11786333	Timm44	translocase of inner mitochondrial membrane 44
1418550_x_at	0.947587	9.05e-01	0.03112	Defa29	defensin, alpha, 29
1418792_at	0.94759	9.05e-01	0.02456667	Sh3gl2	SH3-domain GRB2-like 2
1446829_at	0.947593	9.05e-01	0.01996667	D12Ertd216e	DNA segment, Chr 12, ERATO Doi 216, expressed
1444759_at	0.947593	9.05e-01	-0.02219333	Prickle1	prickle planar cell polarity protein 1
1427979_at	0.947593	9.05e-01	0.05971667	Efcab14	EF-hand calcium binding domain 14
1447039_at	0.947643	9.06e-01	0.03215667		
1435487_at	0.947692	9.06e-01	0.02037333	Grid2	glutamate receptor, ionotropic, delta 2
1439689_at	0.947699	9.06e-01	-0.04383667	Mettl24	methyltransferase like 24
1456058_at	0.947728	9.06e-01	-0.09689667	Rbm27	RNA binding motif protein 27
1456901_at	0.947742	9.06e-01	0.03432	Adamts20	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 20
1427337_at	0.947761	9.06e-01	0.03047333	Aldh8a1	aldehyde dehydrogenase 8 family, member A1
1448695_at	0.947761	9.06e-01	0.06391	Prkci	protein kinase C, iota
1433247_at	0.947771	9.06e-01	0.04138333	C530007A02Rik	RIKEN cDNA C530007A02 gene
1455586_at	0.947771	9.06e-01	0.02388667	Rnf168	ring finger protein 168
1456389_at	0.947783	9.06e-01	-0.02181	Zeb2	zinc finger E-box binding homeobox 2
1437124_at	0.947918	9.06e-01	0.02965	A630052C17Rik	RIKEN cDNA A630052C17 gene
1456156_at	0.947918	9.06e-01	-0.03535667	Lepr	leptin receptor
1443119_at	0.947918	9.06e-01	-0.02153	Grm7	glutamate receptor, metabotropic 7
1445666_at	0.947946	9.06e-01	0.03824667		
1427370_at	0.947946	9.06e-01	0.02885667	Amdhd1	amidohydrolase domain containing 1
1428801_at	0.947946	9.06e-01	-0.02156333	Mgat3	mannoside acetylglucosaminyltransferase 3
1446077_at	0.947946	9.06e-01	0.0259		
1437455_a_at	0.947946	9.06e-01	0.16156	Btg1	B cell translocation gene 1, anti-proliferative
1437100_x_at	0.947946	9.06e-01	-0.04713333	Pim3	proviral integration site 3
1439333_at	0.947946	9.06e-01	-0.02579333	Kcnv1	potassium channel, subfamily V, member 1
1459951_at	0.947946	9.06e-01	0.01757	Rps6kb1	ribosomal protein S6 kinase, polypeptide 1
1453518_at	0.947989	9.06e-01	-0.01695667	Pdzd11	PDZ domain containing 11
1425639_at	0.947989	9.06e-01	-0.02308667	Adap2	ArfGAP with dual PH domains 2
1446859_at	0.947989	9.06e-01	-0.03780333		
1449589_x_at	0.948059	9.06e-01	0.06210333	Nkap	NFKB activating protein
1416641_at	0.948074	9.06e-01	0.04040667	Lig1	ligase I, DNA, ATP-dependent
1415920_at	0.948086	9.07e-01	-0.07246	Cstf2t	cleavage stimulation factor, 3' pre-RNA subunit 2, tau
1434340_at	0.948086	9.07e-01	-0.03094	Uqcr10	ubiquinol-cytochrome c reductase, complex III subunit X
1457300_at	0.948086	9.07e-01	-0.01946667	Aftph	aftiphilin
1424277_at	0.948132	9.07e-01	-0.01835333	Haus7	HAUS augmin-like complex, subunit 7
1432002_at	0.948167	9.07e-01	0.01962333	2810471M01Rik	RIKEN cDNA 2810471M01 gene
1458871_at	0.948167	9.07e-01	0.02109667	Tmprss11e	transmembrane protease, serine 11e
1426139_a_at	0.948217	9.07e-01	0.04973667	Ackr4	atypical chemokine receptor 4
1435367_at	0.948244	9.07e-01	-0.06315333	Mapk4	mitogen-activated protein kinase 4
1422478_a_at	0.948257	9.07e-01	0.14268333	Acss2	acyl-CoA synthetase short-chain family member 2
1446837_at	0.948276	9.07e-01	0.02119667		
1456703_at	0.94832	9.07e-01	0.02186	D5Ertd301e	DNA segment, Chr 5, ERATO Doi 301, expressed
1419466_at	0.948382	9.07e-01	0.04572667	Nkd2	naked cuticle 2 homolog (Drosophila)
1435495_at	0.948382	9.07e-01	0.02655667	Adora1	adenosine A1 receptor
1443270_at	0.948382	9.07e-01	-0.03588333		
1459202_at	0.948382	9.07e-01	-0.03442333		
1445871_at	0.94839	9.07e-01	0.05411	AI315376	expressed sequence AI315376
1442177_at	0.94839	9.07e-01	0.01857667	Slc6a5	solute carrier family 6 (neurotransmitter transporter, glycine), member 5
1452384_at	0.948403	9.07e-01	-0.02073	Enpp3	ectonucleotide pyrophosphatase/phosphodiesterase 3
1437937_at	0.948472	9.07e-01	0.03292333	Ackr2	atypical chemokine receptor 2
1436044_at	0.948518	9.07e-01	0.04275	Scn7a	sodium channel, voltage-gated, type VII, alpha
1436209_at	0.94856	9.07e-01	-0.09884667	Dnajc16	DnaJ heat shock protein family (Hsp40) member C16
1421145_at	0.94856	9.07e-01	-0.02072	Slc26a2	solute carrier family 26 (sulfate transporter), member 2
1433201_at	0.948656	9.08e-01	0.02497667	2310079F09Rik	RIKEN cDNA 2310079F09 gene
1422615_at	0.948753	9.08e-01	0.10988667	Map4k4	mitogen-activated protein kinase kinase kinase kinase 4
1450090_at	0.948753	9.08e-01	-0.02420333	Zfp101	zinc finger protein 101
1451693_a_at	0.948753	9.08e-01	-0.01831	Fgf12	fibroblast growth factor 12
1444312_at	0.948753	9.08e-01	-0.02298333	Slc22a15	solute carrier family 22 (organic anion/cation transporter), member 15
1436118_at	0.948753	9.08e-01	0.02151	Vangl2	vang-like 2 (van gogh, Drosophila)
1435690_at	0.949023	9.08e-01	0.04291667	Knop1	lysine rich nucleolar protein 1
1434517_at	0.949118	9.08e-01	-0.03676667	Wdfy2	WD repeat and FYVE domain containing 2
1438989_s_at	0.949118	9.08e-01	0.10293		
1420480_at	0.949118	9.08e-01	-0.0281	Cnnm3	cyclin M3
1418605_at	0.949118	9.08e-01	-0.03867	Nr2c1	nuclear receptor subfamily 2, group C, member 1
1439007_at	0.949118	9.08e-01	-0.02494333	Alg6	asparagine-linked glycosylation 6 (alpha-1,3,-glucosyltransferase)
1458192_at	0.949118	9.08e-01	0.01908	Gm15834	predicted gene 15834
1443063_at	0.949118	9.08e-01	0.02757333	Clvs2	clavesin 2
1458112_at	0.949118	9.08e-01	0.02105667	Adarb2	adenosine deaminase, RNA-specific, B2
1430300_at	0.949118	9.08e-01	-0.03113	Sco1	SCO1 cytochrome c oxidase assembly protein
1451494_at	0.949131	9.08e-01	0.11527667	Wac	WW domain containing adaptor with coiled-coil
1447122_at	0.949131	9.08e-01	-0.01813		
1442142_at	0.949131	9.08e-01	-0.18794667	Edrf1	erythroid differentiation regulatory factor 1
1422206_at	0.949131	9.08e-01	0.01955333	B3galt1	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 1
1431381_at	0.949131	9.08e-01	-0.02404333	3110005L24Rik	RIKEN cDNA 3110005L24 gene
1423943_at	0.949131	9.08e-01	-0.02653	Dus1l	dihydrouridine synthase 1-like (S. cerevisiae)
1442571_at	0.949131	9.08e-01	-0.01726333	Apela	apelin receptor early endogenous ligand
1421330_at	0.949205	9.09e-01	-0.08505	Ptpn4	protein tyrosine phosphatase, non-receptor type 4
1459321_at	0.949205	9.09e-01	-0.02195333		
1443598_at	0.949205	9.09e-01	0.01759333	Gm38396	predicted gene, 38396
1444369_at	0.949205	9.09e-01	-0.02526667		
1416307_at	0.949205	9.09e-01	-0.02193	Ap1m1	adaptor-related protein complex AP-1, mu subunit 1
1454812_at	0.949324	9.09e-01	0.06650667	Zfp266	zinc finger protein 266
1439500_at	0.949326	9.09e-01	-0.02543	Scrn1	secernin 1
1436850_at	0.949405	9.09e-01	0.03340333	Creg2	cellular repressor of E1A-stimulated genes 2
1449180_at	0.949424	9.09e-01	-0.02367333	Kcmf1	potassium channel modulatory factor 1
1417270_at	0.949424	9.09e-01	0.02493667	Wdr12	WD repeat domain 12
1419918_at	0.949424	9.09e-01	-0.09057333	Tmed7	transmembrane emp24 protein transport domain containing 7
1416761_at	0.949447	9.09e-01	-0.01852333	Hsd11b2	hydroxysteroid 11-beta dehydrogenase 2
1446597_at	0.949506	9.09e-01	-0.02076333	6820445E23Rik	RIKEN cDNA 6820445E23 gene
1442485_at	0.949506	9.09e-01	-0.01691333		
1420469_at	0.94954	9.09e-01	0.10594	4933411G06Rik	Sumo1 pseudogene
1457241_at	0.949562	9.09e-01	0.0276		
1426896_at	0.949562	9.09e-01	-0.02634333	Zfp24	zinc finger protein 24
1415887_at	0.949598	9.09e-01	0.04626	Tfg	Trk-fused gene
1445580_at	0.94961	9.09e-01	-0.03723333		
1444655_at	0.949637	9.09e-01	0.02079	Snrpc	U1 small nuclear ribonucleoprotein C
1418667_at	0.94964	9.09e-01	-0.04674667	Trappc13	trafficking protein particle complex 13
1444288_at	0.949664	9.09e-01	-0.02281	Pnpt1	polyribonucleotide nucleotidyltransferase 1
1431222_at	0.949759	9.10e-01	-0.02274	Tiam2	T cell lymphoma invasion and metastasis 2
1420122_at	0.949759	9.10e-01	-0.02681667	AA517858	expressed sequence AA517858
1443280_at	0.949759	9.10e-01	0.01983333	2610301B20Rik	RIKEN cDNA 2610301B20 gene
1449530_at	0.949759	9.10e-01	-0.03190333	Trps1	trichorhinophalangeal syndrome I (human)
1425580_a_at	0.949759	9.10e-01	0.20810333	Pik3c3	phosphoinositide-3-kinase, class 3
1443995_at	0.949759	9.10e-01	0.01973333	Gm9	predicted gene 9
1426553_at	0.949806	9.10e-01	0.02782333	Dnajc14	DnaJ heat shock protein family (Hsp40) member C14
1454002_at	0.94985	9.10e-01	-0.01935667		
1453959_at	0.949907	9.10e-01	-0.01919	Zfp763	zinc finger protein 763
1425935_at	0.949976	9.10e-01	-0.02647	Hspb11	heat shock protein family B (small), member 11
1460228_at	0.949976	9.10e-01	-0.02082333	Usf2	upstream transcription factor 2
1438473_at	0.949989	9.10e-01	-0.02540667	Arl15	ADP-ribosylation factor-like 15
1439777_at	0.949989	9.10e-01	-0.03178667	Celf2	CUGBP, Elav-like family member 2
1460266_at	0.949989	9.10e-01	0.02389333	1700094J05Rik	RIKEN cDNA 1700094J05 gene
1424964_at	0.950009	9.10e-01	0.02269	Rp1	retinitis pigmentosa 1 (human)
1435122_x_at	0.950009	9.10e-01	-0.11933333	Dnmt1	DNA methyltransferase (cytosine-5) 1
1442982_at	0.950009	9.10e-01	0.05443667	Ccdc66	coiled-coil domain containing 66
1439402_at	0.950009	9.10e-01	0.01627667	4930444F02Rik	RIKEN cDNA 4930444F02 gene
1420485_at	0.950009	9.10e-01	-0.02188667	Nol7	nucleolar protein 7
1442519_at	0.950009	9.10e-01	-0.02704		
1449484_at	0.950065	9.10e-01	-0.03162	Stc2	stanniocalcin 2
1452169_a_at	0.950065	9.10e-01	0.12262333	Dgkz	diacylglycerol kinase zeta
1449730_s_at	0.950166	9.10e-01	-0.02932667	Fzd3	frizzled class receptor 3
1451410_a_at	0.950166	9.10e-01	0.02931	Crip3	cysteine-rich protein 3
1441546_at	0.950215	9.10e-01	-0.02546	Mpp6	membrane protein, palmitoylated 6 (MAGUK p55 subfamily member 6)
1421186_at	0.9503	9.11e-01	0.01614	Ccr2	chemokine (C-C motif) receptor 2
